Sample,Short Code,City Code,State,City
NWODNDBC,NWODND,NWOD,ND,
RYNLNDBC,RYNLND,RYNL,ND,
THSNNDBC,THSNND,THSN,ND,
WFRGNDBC,WFRGND,WFRG,ND,
WHTNNDBC,WHTNND,WHTN,ND,
ADMSNEXL,ADMSNE,ADMS,NE,
ALBNNEXG,ALBNNE,ALBN,NE,
ALMANEXG,ALMANE,ALMA,NE,
AMHRNEXG,AMHRNE,AMHR,NE,
ANWONENW,ANWONE,ANWO,NE,
ASLDNEXL,ASLDNE,ASLD,NE,
ATLNNENW,ATLNNE,ATLN,NE,
ATSNNENW,ATSNNE,ATSN,NE,
AUBNNEXL,AUBNNE,AUBN,NE,
AXTLNENW,AXTLNE,AXTL,NE,
BGSPNENW,BGSPNE,BGSP,NE,
BGTNNECO,BGTNNE,BGTN,NE,
BLWDNEXL,BLWDNE,BLWD,NE,
BNNTNEXL,BNNTNE,BNNT,NE,
BRDSNEXL,BRDSNE,BRDS,NE,
BRKBNENW,BRKBNE,BRKB,NE,
BRNGNEXL,BRNGNE,BRNG,NE,
BRPTNENW,BRPTNE,BRPT,NE,
BRTNNEXL,BRTNNE,BRTN,NE,
BRTRNEXG,BRTRNE,BRTR,NE,
BRWRNEXU,BRWRNE,BRWR,NE,
BTCKNEXH,BTCKNE,BTCK,NE,
BTRCNEXL,BTRCNE,BTRC,NE,
BWVLNEXL,BWVLNE,BWVL,NE,
BYRDNEXU,BYRDNE,BYRD,NE,
CAIRNENW,CAIRNE,CAIR,NE,
CATNNEXL,CATNNE,CATN,NE,
CHDRNENW,CHDRNE,CHDR,NE,
CHPLNEXU,CHPLNE,CHPL,NE,
CLATNEXL,CLATNE,CLAT,NE,
CLCTNEXL,CLCTNE,CLCT,NE,
COOKNEXL,COOKNE,COOK,NE,
CRETNEXL,CRETNE,CRET,NE,
CRFRNENW,CRFRNE,CRFR,NE,
CRLDNEXL,CRLDNE,CRLD,NE,
CRSCNEXL,CRSCNE,CRSC,NE,
DNTNNEXL,DNTNNE,DNTN,NE,
DRCHNEXL,DRCHNE,DRCH,NE,
DUNBNEXL,DUNBNE,DUNB,NE,
DVCYNEXL,DVCYNE,DVCY,NE,
DVPTNEXL,DVPTNE,DVPT,NE,
DWSNNEXL,DWSNNE,DWSN,NE,
DWTTNEXL,DWTTNE,DWTT,NE,
EAGLNEXL,EAGLNE,EAGL,NE,
EDGRNEXL,EDGRNE,EDGR,NE,
ELKHNENW,ELKHNE,ELKH,NE,
EMCKNENW,EMCKNE,EMCK,NE,
EMSNNENW,EMSNNE,EMSN,NE,
EMWDNEXL,EMWDNE,EMWD,NE,
EXTRNEXL,EXTRNE,EXTR,NE,
FAMTNEXL,FAMTNE,FAMT,NE,
FKLNNEXH,FKLNNE,FKLN,NE,
FRFDNEXL,FRFDNE,FRFD,NE,
FRMTNENW,FRMTNE,FRMT,NE,
FRNDNEXL,FRNDNE,FRND,NE,
FUTNNENW,FUTNNE,FUTN,NE,
GDISNENW,GDISNE,GDIS,NE,
GDRKNEXL,GDRKNE,GDRK,NE,
GENONEXG,GENONE,GENO,NE,
GENVNEXL,GENVNE,GENV,NE,
GFTNNEXL,GFTNNE,GFTN,NE,
GNWDNEXL,GNWDNE,GNWD,NE,
GRETNENW,GRETNE,GRET,NE,
GRNGNEXU,GRNGNE,GRNG,NE,
GTBGNENW,GTBGNE,GTBG,NE,
HBRNNEXL,HBRNNE,HBRN,NE,
HCMNNEXL,HCMNNE,HCMN,NE,
HLDGNENW,HLDGNE,HLDG,NE,
HLDRNEXG,HLDRNE,HLDR,NE,
HLLMNEXL,HLLMNE,HLLM,NE,
HMBLNEXL,HMBLNE,HMBL,NE,
HRDYNEXL,HRDYNE,HRDY,NE,
HRVRNEXL,HRVRNE,HRVR,NE,
HRWLNEXH,HRWLNE,HRWL,NE,
HSNGNEXL,HSNGNE,HSNG,NE,
ITHCNEXL,ITHCNE,ITHC,NE,
JHSNNEXL,JHSNNE,JHSN,NE,
JULNNEXL,JULNNE,JULN,NE,
JUNTNEXL,JUNTNE,JUNT,NE,
KMBLNEXU,KMBLNE,KMBL,NE,
KNSWNEXL,KNSWNE,KNSW,NE,
KRNYNEXG,KRNYNE,KRNY,NE,
LNCLNEXA,LNCLNE,LNCL,NE,
LNCLNEXB,LNCLNE,LNCL,NE,
LNCLNEXD,LNCLNE,LNCL,NE,
LNCLNEXS,LNCLNE,LNCL,NE,
LPCYNENW,LPCYNE,LPCY,NE,
LSVLNEXL,LSVLNE,LSVL,NE,
LWLNNEXU,LWLNNE,LWLN,NE,
LXTNNENW,LXTNNE,LXTN,NE,
LYNSNENW,LYNSNE,LYNS,NE,
MCCKNENW,MCCKNE,MCCK,NE,
MCJTNEXL,MCJTNE,MCJT,NE,
MINDNENW,MINDNE,MIND,NE,
MLCLNEXL,MLCLNE,MLCL,NE,
MLFRNEXL,MLFRNE,MLFR,NE,
MLGNNEXL,MLGNNE,MLGN,NE,
MLLRNEXG,MLLRNE,MLLR,NE,
MNTRNEXU,MNTRNE,MNTR,NE,
MONRNEXH,MONRNE,MONR,NE,
MORLNEXU,MORLNE,MORL,NE,
MRDCNEXL,MRDCNE,MRDC,NE,
MTCHNEXU,MTCHNE,MTCH,NE,
NBCYNEXL,NBCYNE,NBCY,NE,
NLGHNEXH,NLGHNE,NLGH,NE,
NPLTNENW,NPLTNE,NPLT,NE,
NRFLNENW,NRFLNE,NRFL,NE,
NWGVNEXG,NWGVNE,NWGV,NE,
OGLLNENW,OGLLNE,OGLL,NE,
OKLDNEUW,OKLDNE,OKLD,NE,
OMAHNE78,OMAHNE,OMAH,NE,
OMAHNE90,OMAHNE,OMAH,NE,
OMAHNEBE,OMAHNE,OMAH,NE,
OMAHNECE,OMAHNE,OMAH,NE,
OMAHNEFO,OMAHNE,OMAH,NE,
OMAHNEFW,OMAHNE,OMAH,NE,
OMAHNEHA,OMAHNE,OMAH,NE,
OMAHNEIZ,OMAHNE,OMAH,NE,
OMAHNENW,OMAHNE,OMAH,NE,
OMAHNEOS,OMAHNE,OMAH,NE,
ONELNENW,ONELNE,ONEL,NE,
ORD NEXH,ORD NE,ORD ,NE,
OSHKNEXU,OSHKNE,OSHK,NE,
PCKRNEXL,PCKRNE,PCKR,NE,
PERUNEXL,PERUNE,PERU,NE,
PLDLNEXL,PLDLNE,PLDL,NE,
PLGRNENW,PLGRNE,PLGR,NE,
PLMONEXL,PLMONE,PLMO,NE,
PLMRNEXG,PLMRNE,PLMR,NE,
PLMYNEXL,PLMYNE,PLMY,NE,
PLTNNEXG,PLTNNE,PLTN,NE,
PLTSNEXL,PLTSNE,PLTS,NE,
PNDRNEUW,PNDRNE,PNDR,NE,
PTTRNEXU,PTTRNE,PTTR,NE,
PWCYNEXL,PWCYNE,PWCY,NE,
RPCYNEXG,RPCYNE,RPCY,NE,
RVDLNEXG,RVDLNE,RVDL,NE,
SCTSNEXU,SCTSNE,SCTS,NE,
SDNYNENW,SDNYNE,SDNY,NE,
SHCKNEXL,SHCKNE,SHCK,NE,
SMNRNEXH,SMNRNE,SMNR,NE,
SPFDNENW,SPFDNE,SPFD,NE,
SPRRNEXL,SPRRNE,SPRR,NE,
SSCYNENW,SSCYNE,SSCY,NE,
STLBNENW,STLBNE,STLB,NE,
STNGNEXL,STNGNE,STNG,NE,
STTNNEXL,STTNNE,STTN,NE,
SWRDNEXL,SWRDNE,SWRD,NE,
SYRCNEXL,SYRCNE,SYRC,NE,
TAMRNEXL,TAMRNE,TAMR,NE,
TBRKNEXL,TBRKNE,TBRK,NE,
TCMSNEXL,TCMSNE,TCMS,NE,
TKMHNENW,TKMHNE,TKMH,NE,
TLDNNEXG,TLDNNE,TLDN,NE,
UNADNEXL,UNADNE,UNAD,NE,
UTICNEXL,UTICNE,UTIC,NE,
VLLYNENW,VLLYNE,VLLY,NE,
VLNTNENW,VLNTNE,VLNT,NE,
WACONEXL,WACONE,WACO,NE,
WAHONEXL,WAHONE,WAHO,NE,
WDRVNENW,WDRVNE,WDRV,NE,
WKFDNENW,WKFDNE,WKFD,NE,
WLBRNEXL,WLBRNE,WLBR,NE,
WPWRNEXL,WPWRNE,WPWR,NE,
WVRLNEXL,WVRLNE,WVRL,NE,
WYMRNEXL,WYMRNE,WYMR,NE,
YORKNEXL,YORKNE,YORK,NE,
ALSTNHLI,ALSTNH,ALST,NH,
ASLDNHHI,ASLDNH,ASLD,NH,
ATSNNHMA,ATSNNH,ATSN,NH,
BDFRNHAM,BDFRNH,BDFR,NH,
BNTONHPR,BNTONH,BNTO,NH,
BRLNNHHE,BRLNNH,BRLN,NH,
BRSTNHSP,BRSTNH,BRST,NH,
BRTLNHGE,BRTLNH,BRTL,NH,
CANDNHDE,CANDNH,CAND,NH,
CANNNHYA,CANNNH,CANN,NH,
CHTWNHBR,CHTWNH,CHTW,NH,
CLMTNHBR,CLMTNH,CLMT,NH,
CMTNNHOW,CMTNNH,CMTN,NH,
CNCRNHSO,CNCRNH,CNCR,NH,
CNHRNHPL,CNHRNH,CNHR,NH,
CNOSNHFO,CNOSNH,CNOS,NH,
CNTRNHSH,CNTRNH,CNTR,NH,
CNWYNHYA,CNWYNH,CNWY,NH,
DNBRNHDB,DNBRNH,DNBR,NH,
DOVRNHTH,DOVRNH,DOVR,NH,
DRHMNHMC,DRHMNH,DRHM,NH,
DRRYNHEB,DRRYNH,DRRY,NH,
ENFDNHNM,ENFDNH,ENFD,NH,
EPNGNHMA,EPNGNH,EPNG,NH,
EPSMNHBH,EPSMNH,EPSM,NH,
EXTRNHCE,EXTRNH,EXTR,NH,
FKLNNHFR,FKLNNH,FKLN,NH,
FRNCNHWH,FRNCNH,FRNC,NH,
FRTNNHMG,FRTNNH,FRTN,NH,
FTZWNHUT,FTZWNH,FTZW,NH,
GFTWNHWH,GFTWNH,GFTW,NH,
GNVLNHAD,GNVLNH,GNVL,NH,
GRHMNHLA,GRHMNH,GRHM,NH,
GVTNNHST,GVTNNH,GVTN,NH,
HMPNNHWI,HMPNNH,HMPN,NH,
HMPSNHMA,HMPSNH,HMPS,NH,
HNCCNHSC,HNCCNH,HNCC,NH,
HNDLNHMA,HNDLNH,HNDL,NH,
HNVRNHSC,HNVRNH,HNVR,NH,
JCSNNHTH,JCSNNH,JCSN,NH,
JFRYNHRI,JFRYNH,JFRY,NH,
JFSNNHYA,JFSNNH,JFSN,NH,
KEENNHWA,KEENNH,KEEN,NH,
KGTNNHBA,KGTNNH,KGTN,NH,
LACNNHNM,LACNNH,LACN,NH,
LBNNNHBA,LBNNNH,LBNN,NH,
LBNNNHMS,LBNNNH,LBNN,NH,
LNCSNHHI,LNCSNH,LNCS,NH,
LSBNNHMA,LSBNNH,LSBN,NH,
LTTNNHPL,LTTNNH,LTTN,NH,
LYMENHYA,LYMENH,LYME,NH,
MDSNNHYA,MDSNNH,MDSN,NH,
MLBONHYA,MLBONH,MLBO,NH,
MLFRNHSO,MLFRNH,MLFR,NH,
MLTNNHSI,MLTNNH,MLTN,NH,
MRBONHYA,MRBONH,MRBO,NH,
MRDTNHWA,MRDTNH,MRDT,NH,
MRMCNHYA,MRMCNH,MRMC,NH,
NASHNHGR,NASHNH,NASH,NH,
NBTNNHHP,NBTNNH,NBTN,NH,
NCWYNHKE,NCWYNH,NCWY,NH,
NHHLNHDM,NHHLNH,NHHL,NH,
NWDSNHMA,NWDSNH,NWDS,NH,
NWMRNHGE,NWMRNH,NWMR,NH,
NWODNHYA,NWODNH,NWOD,NH,
NWPTNHMA,NWPTNH,NWPT,NH,
PLHMNHBR,PLHMNH,PLHM,NH,
PLMONHLH,PLMONH,PLMO,NH,
PLSTNHMA,PLSTNH,PLST,NH,
PNCKNHCH,PNCKNH,PNCK,NH,
PTRBNHCO,PTRBNH,PTRB,NH,
RMNYNHSL,RMNYNH,RMNY,NH,
ROCHNHWE,ROCHNH,ROCH,NH,
RYBHNHCE,RYBHNH,RYBH,NH,
RYMNNHFL,RYMNNH,RYMN,NH,
SBRKNHNR,SBRKNH,SBRK,NH,
SBVLNHCS,SBVLNH,SBVL,NH,
SLLVNHYA,SLLVNH,SLLV,NH,
SMRSNHHI,SMRSNH,SMRS,NH,
SNCKNHPA,SNCKNH,SNCK,NH,
SUNPNHMC,SUNPNH,SUNP,NH,
TLTNNHPR,TLTNNH,TLTN,NH,
TMWONHWH,TMWONH,TMWO,NH,
TROYNHPR,TROYNH,TROY,NH,
TWMTNHYA,TWMTNH,TWMT,NH,
WDVLNHJL,WDVLNH,WDVL,NH,
WERSNHST,WERSNH,WERS,NH,
WLBONHGS,WLBONH,WLBO,NH,
WLPLNHWP,WLPLNH,WLPL,NH,
WNCHNHMI,WNCHNH,WNCH,NH,
WRRNNHMA,WRRNNH,WRRN,NH,
ABSCNJ02,ABSCNJ,ABSC,NJ,
ALTWNJAL,ALTWNJ,ALTW,NJ,
ANDVNJXU,ANDVNJ,ANDV,NJ,
ASPKNJAP,ASPKNJ,ASPK,NJ,
ATCYNJAC,ATCYNJ,ATCY,NJ,
ATHGNJAH,ATHGNJ,ATHG,NJ,
AVLNNJ01,AVLNNJ,AVLN,NJ,
BDBKNJBD,BDBKNJ,BDBK,NJ,
BDMNNJ01,BDMNNJ,BDMN,NJ,
BGTNNJBG,BGTNNJ,BGTN,NJ,
BHVLNJXU,BHVLNJ,BHVL,NJ,
BKWDNJBW,BKWDNJ,BKWD,NJ,
BLBYNJXJ,BLBYNJ,BLBY,NJ,
BLFDNJBL,BLFDNJ,BLFD,NJ,
BLMDNJXH,BLMDNJ,BLMD,NJ,
BLVDNJXW,BLVDNJ,BLVD,NJ,
BLVLNJBE,BLVLNJ,BLVL,NJ,
BNTNNJBN,BNTNNJ,BNTN,NJ,
BOTWNJBO,BOTWNJ,BOTW,NJ,
BRGTNJ01,BRGTNJ,BRGT,NJ,
BRIGNJ01,BRIGNJ,BRIG,NJ,
BRLNNJBR,BRLNNJ,BRLN,NJ,
BRVLNJBE,BRVLNJ,BRVL,NJ,
BURLNJBU,BURLNJ,BURL,NJ,
BWMLNJ01,BWMLNJ,BWML,NJ,
BWTWNJBT,BWTWNJ,BWTW,NJ,
BYNNNJ02,BYNNNJ,BYNN,NJ,
BYVLNJBV,BYVLNJ,BYVL,NJ,
CARTNJCA,CARTNJ,CART,NJ,
CDVLNJCD,CDVLNJ,CDVL,NJ,
CFPKNJCS,CFPKNJ,CFPK,NJ,
CFTNNJCF,CFTNNJ,CFTN,NJ,
CHESNJXJ,CHESNJ,CHES,NJ,
CLFNNJXJ,CLFNNJ,CLFN,NJ,
CLSTNJCO,CLSTNJ,CLST,NJ,
CLTNNJXJ,CLTNNJ,CLTN,NJ,
CLWDNJCW,CLWDNJ,CLWD,NJ,
CLWLNJCW,CLWLNJ,CLWL,NJ,
CMCHNJCH,CMCHNJ,CMCH,NJ,
CNFRNJCR,CNFRNJ,CNFR,NJ,
CNMNNJRT,CNMNNJ,CNMN,NJ,
CRHLNJCH,CRHLNJ,CRHL,NJ,
DNLNNJDU,DNLNNJ,DNLN,NJ,
DNVLNJRK,DNVLNJ,DNVL,NJ,
DOVRNJDO,DOVRNJ,DOVR,NJ,
DUMTNJDM,DUMTNJ,DUMT,NJ,
EATNNJEA,EATNNJ,EATN,NJ,
EDVRNJ01,EDVRNJ,EDVR,NJ,
EGTWNJET,EGTWNJ,EGTW,NJ,
EHCYNJEH,EHCYNJ,EHCY,NJ,
EMERNJEM,EMERNJ,EMER,NJ,
ENVLNJEW,ENVLNJ,ENVL,NJ,
ENWDNJEN,ENWDNJ,ENWD,NJ,
EORNNJEO,EORNNJ,EORN,NJ,
ERLKNJEL,ERLKNJ,ERLK,NJ,
FKRVNJ01,FKRVNJ,FKRV,NJ,
FKVLNJFK,FKVLNJ,FKVL,NJ,
FLRNNJFL,FLRNNJ,FLRN,NJ,
FMTNNJXJ,FMTNNJ,FMTN,NJ,
FNPKNJFP,FNPKNJ,FNPK,NJ,
FRBONJXU,FRBONJ,FRBO,NJ,
FRDLNJ01,FRDLNJ,FRDL,NJ,
FRDSNJFR,FRDSNJ,FRDS,NJ,
FRFDNJFA,FRFDNJ,FRFD,NJ,
FRHDNJFH,FRHDNJ,FRHD,NJ,
FRLNNJFL,FRLNNJ,FRLN,NJ,
FTLENJLE,FTLENJ,FTLE,NJ,
GLBONJGB,GLBONJ,GLBO,NJ,
GLCYNJGL,GLCYNJ,GLCY,NJ,
GRMDNJXW,GRMDNJ,GRMD,NJ,
HBVLNJ01,HBVLNJ,HBVL,NJ,
HDFDNJHD,HDFDNJ,HDFD,NJ,
HGBRNJXJ,HGBRNJ,HGBR,NJ,
HITNNJHI,HITNNJ,HITN,NJ,
HKTNNJHT,HKTNNJ,HKTN,NJ,
HLDLNJWE,HLDLNJ,HLDL,NJ,
HLDNNJ01,HLDNNJ,HLDN,NJ,
HMPNNJXJ,HMPNNJ,HMPN,NJ,
HMTNNJHA,HMTNNJ,HMTN,NJ,
HOLMNJHO,HOLMNJ,HOLM,NJ,
HPWLNJHP,HPWLNJ,HPWL,NJ,
IVTNNJES,IVTNNJ,IVTN,NJ,
JMBGNJJA,JMBGNJ,JMBG,NJ,
KNBGNJKE,KNBGNJ,KNBG,NJ,
KRNYNJKN,KRNYNJ,KRNY,NJ,
KYPTNJKY,KYPTNJ,KYPT,NJ,
LBNNNJXJ,LBNNNJ,LBNN,NJ,
LDVLNJLD,LDVLNJ,LDVL,NJ,
LEHTNJ01,LEHTNJ,LEHT,NJ,
LGBRNJLB,LGBRNJ,LGBR,NJ,
LGVYNJXJ,LGVYNJ,LGVY,NJ,
LKHRNJ01,LKHRNJ,LKHR,NJ,
LKWDNJLK,LKWDNJ,LKWD,NJ,
LMOHNJXU,LMOHNJ,LMOH,NJ,
LMVLNJLV,LMVLNJ,LMVL,NJ,
LNDNNJ01,LNDNNJ,LNDN,NJ,
LNNGNJHC,LNNGNJ,LNNG,NJ,
LOTPNJ01,LOTPNJ,LOTP,NJ,
LRSPNJLS,LRSPNJ,LRSP,NJ,
LTFLNJLF,LTFLNJ,LTFL,NJ,
LTFYNJLF,LTFYNJ,LTFY,NJ,
LVLTNJSP,LVLTNJ,LVLT,NJ,
LVTNNJLI,LVTNNJ,LVTN,NJ,
MARLNJMA,MARLNJ,MARL,NJ,
MCTWNJPN,MCTWNJ,MCTW,NJ,
MCVLNJMC,MCVLNJ,MCVL,NJ,
MDFDNJ01,MDFDNJ,MDFD,NJ,
MDSNNJMA,MDSNNJ,MDSN,NJ,
MDTWNJMD,MDTWNJ,MDTW,NJ,
MGTNNJMI,MGTNNJ,MGTN,NJ,
MHVLNJME,MHVLNJ,MHVL,NJ,
MLBNNJMB,MLBNNJ,MLBN,NJ,
MLDGNJ01,MLDGNJ,MLDG,NJ,
MLHLNJMH,MLHLNJ,MLHL,NJ,
MLVLNJMI,MLVLNJ,MLVL,NJ,
MNHMNJMD,MNHMNJ,MNHM,NJ,
MNHWNJ01,MNHWNJ,MNHW,NJ,
MNJTNJ01,MNJTNJ,MNJT,NJ,
MNSQNJ01,MNSQNJ,MNSQ,NJ,
MNTUNJWE,MNTUNJ,MNTU,NJ,
MSTWNJMO,MSTWNJ,MSTW,NJ,
MTCHNJMT,MTCHNJ,MTCH,NJ,
MTCLNJMC,MTCLNJ,MTCL,NJ,
MTHLNJMH,MTHLNJ,MTHL,NJ,
MTVWNJMV,MTVWNJ,MTVW,NJ,
NBRGNJNB,NBRGNJ,NBRG,NJ,
NEGPNJ01,NEGPNJ,NEGP,NJ,
NFLDNJNF,NFLDNJ,NFLD,NJ,
NPTUNJNT,NPTUNJ,NPTU,NJ,
NSHNNJ01,NSHNNJ,NSHN,NJ,
NTCNNJ01,NTCNNJ,NTCN,NJ,
NTLYNJNU,NTLYNJ,NTLY,NJ,
NWPVNJMH,NWPVNJ,NWPV,NJ,
NWRKNJ03,NWRKNJ,NWRK,NJ,
NWRKNJIR,NWRKNJ,NWRK,NJ,
NWRKNJWA,NWRKNJ,NWRK,NJ,
NWTNNJXU,NWTNNJ,NWTN,NJ,
OCCYNJOC,OCCYNJ,OCCY,NJ,
OKLDNJ01,OKLDNJ,OKLD,NJ,
OLDWNJXJ,OLDWNJ,OLDW,NJ,
ORNTNJOE,ORNTNJ,ORNT,NJ,
OXFRNJXW,OXFRNJ,OXFR,NJ,
PAMBNJPM,PAMBNJ,PAMB,NJ,
PGRVNJPG,PGRVNJ,PGRV,NJ,
PHBGNJPH,PHBGNJ,PHBG,NJ,
PLBONJPB,PLBONJ,PLBO,NJ,
PLFDNJPF,PLFDNJ,PLFD,NJ,
PLRMNJ01,PLRMNJ,PLRM,NJ,
PMTNNJPB,PMTNNJ,PMTN,NJ,
PNNKNJPN,PNNKNJ,PNNK,NJ,
PNTNNJPN,PNTNNJ,PNTN,NJ,
PNVLNJPV,PNVLNJ,PNVL,NJ,
PRPLNJPA,PRPLNJ,PRPL,NJ,
PRTNNJPC,PRTNNJ,PRTN,NJ,
PSVLNJPL,PSVLNJ,PSVL,NJ,
PSWYNJPI,PSWYNJ,PSWY,NJ,
PTPLNJPP,PTPLNJ,PTPL,NJ,
PTSNNJAR,PTSNNJ,PTSN,NJ,
RBVLNJRB,RBVLNJ,RBVL,NJ,
RCPKNJ01,RCPKNJ,RCPK,NJ,
RDBKNJRB,RDBKNJ,RDBK,NJ,
RGWDNJRW,RGWDNJ,RGWD,NJ,
RHWYNJRA,RHWYNJ,RHWY,NJ,
RMSYNJRM,RMSYNJ,RMSY,NJ,
RNMDNJBK,RNMDNJ,RNMD,NJ,
RSLLNJRL,RSLLNJ,RSLL,NJ,
RVDLNJPL,RVDLNJ,RVDL,NJ,
RVEDNJOR,RVEDNJ,RVED,NJ,
RVSDNJRS,RVSDNJ,RVSD,NJ,
SALMNJSA,SALMNJ,SALM,NJ,
SICYNJSI,SICYNJ,SICY,NJ,
SMMTNJSM,SMMTNJ,SMMT,NJ,
SMPTNJ01,SMPTNJ,SMPT,NJ,
SORGNJSO,SORGNJ,SORG,NJ,
SORVNJSR,SORVNJ,SORV,NJ,
SOVLNJSM,SOVLNJ,SOVL,NJ,
SPWDNJSW,SPWDNJ,SPWD,NJ,
SRCYNJ01,SRCYNJ,SRCY,NJ,
SUCCNJSU,SUCCNJ,SUCC,NJ,
SWBONJSW,SWBONJ,SWBO,NJ,
SYRVNJSA,SYRVNJ,SYRV,NJ,
TKHONJTK,TKHONJ,TKHO,NJ,
TMRVNJTR,TMRVNJ,TMRV,NJ,
UNINNJUV,UNINNJ,UNIN,NJ,
VLLSNJ02,VLLSNJ,VLLS,NJ,
VNCYNJVN,VNCYNJ,VNCY,NJ,
VNHSNJVH,VNHSNJ,VNHS,NJ,
VNLDNJVL,VNLDNJ,VNLD,NJ,
VNTWNJ01,VNTWNJ,VNTW,NJ,
WASHNJWA,WASHNJ,WASH,NJ,
WDBRNJWD,WDBRNJ,WDBR,NJ,
WDBYNJWB,WDBYNJ,WDBY,NJ,
WDPTNJWP,WDPTNJ,WDPT,NJ,
WDTWNJWT,WDTWNJ,WDTW,NJ,
WHHRNJWH,WHHRNJ,WHHR,NJ,
WHIPNJWH,WHIPNJ,WHIP,NJ,
WHNGNJ01,WHNGNJ,WHNG,NJ,
WLBONJWB,WLBONJ,WLBO,NJ,
WLTWNJ02,WLTWNJ,WLTW,NJ,
WLWDNJWI,WLWDNJ,WLWD,NJ,
WORNNJWO,WORNNJ,WORN,NJ,
WOVLNJWO,WOVLNJ,WOVL,NJ,
WRTWNJFD,WRTWNJ,WRTW,NJ,
WSFDNJWS,WSFDNJ,WSFD,NJ,
WYCKNJWK,WYCKNJ,WYCK,NJ,
ALBQNMAC,ALBQNM,ALBQ,NM,
ALBQNMCR,ALBQNM,ALBQ,NM,
ALBQNMEA,ALBQNM,ALBQ,NM,
ALBQNMNE,ALBQNM,ALBQ,NM,
ALBQNMNO,ALBQNM,ALBQ,NM,
ALBQNMRR,ALBQNM,ALBQ,NM,
ALBQNMSM,ALBQNM,ALBQ,NM,
ALBQNMSW,ALBQNM,ALBQ,NM,
ALBQNMWE,ALBQNM,ALBQ,NM,
ALMGNMMA,ALMGNM,ALMG,NM,
ALMGNMWE,ALMGNM,ALMG,NM,
ALTONMXC,ALTONM,ALTO,NM,
AZTCNM03,AZTCNM,AZTC,NM,
AZTCNMBL,AZTCNM,AZTC,NM,
BELNNMMA,BELNNM,BELN,NM,
BRNLNMMA,BRNLNM,BRNL,NM,
BYRDNMMA,BYRDNM,BYRD,NM,
CBCVNMXA,CBCVNM,CBCV,NM,
CLVSNMMA,CLVSNM,CLVS,NM,
DMNGNMMA,DMNGNM,DMNG,NM,
DULCNMXC,DULCNM,DULC,NM,
EUNCNMXA,EUNCNM,EUNC,NM,
FRTNNMMA,FRTNNM,FRTN,NM,
GLLPNMMA,GLLPNM,GLLP,NM,
GRNTNMMA,GRNTNM,GRNT,NM,
HATCNMMA,HATCNM,HATC,NM,
HBBSNMXB,HBBSNM,HBBS,NM,
JAL NMXA,JAL NM,JAL ,NM,
LGTNNMXA,LGTNNM,LGTN,NM,
LSALNMMA,LSALNM,LSAL,NM,
LSALNMWR,LSALNM,LSAL,NM,
LSCRNMMA,LSCRNM,LSCR,NM,
LSCRNMTS,LSCRNM,LSCR,NM,
LSLNNMMA,LSLNNM,LSLN,NM,
LSLNNMNO,LSLNNM,LSLN,NM,
LSVGNMMA,LSVGNM,LSVG,NM,
LVNGNMXA,LVNGNM,LVNG,NM,
MRTYNMMA,MRTYNM,MRTY,NM,
MTNRNMMA,MTNRNM,MTNR,NM,
PTLSNMMA,PTLSNM,PTLS,NM,
RATNNMMA,RATNNM,RATN,NM,
RDDWNMXC,RDDWNM,RDDW,NM,
RSWLNMMA,RSWLNM,RSWL,NM,
RSWLNMSO,RSWLNM,RSWL,NM,
RUDSNMXA,RUDSNM,RUDS,NM,
SCRRNMMA,SCRRNM,SCRR,NM,
SLCYNMMA,SLCYNM,SLCY,NM,
SNFENM58,SNFENM,SNFE,NM,
SNFENMMA,SNFENM,SNFE,NM,
SNFENMSW,SNFENM,SNFE,NM,
SNTSNMAA,SNTSNM,SNTS,NM,
SPRNNMMA,SPRNNM,SPRN,NM,
TAOSNMMA,TAOSNM,TAOS,NM,
TCMCNMMA,TCMCNM,TCMC,NM,
TJRSNMMA,TJRSNM,TJRS,NM,
TRCNNMXB,TRCNNM,TRCN,NM,
TRCNNMXC,TRCNNM,TRCN,NM,
BLCYNVXF,BLCYNV,BLCY,NV,
BTMTNV11,BTMTNV,BTMT,NV,
CHBTNV11,CHBTNV,CHBT,NV,
CRCYNV01,CRCYNV,CRCY,NV,
CRLNNVXF,CRLNNV,CRLN,NV,
DYTNNV11,DYTNNV,DYTN,NV,
ELKONVXF,ELKONV,ELKO,NV,
ELY NV01,ELY NV,ELY ,NV,
EURKNV11,EURKNV,EURK,NV,
FRNLNV11,FRNLNV,FRNL,NV,
GLBKNVXF,GLBKNV,GLBK,NV,
GRDVNVXA,GRDVNV,GRDV,NV,
GVRSNVXF,GVRSNV,GVRS,NV,
HNSNNVXF,HNSNNV,HNSN,NV,
IMLYNV12,IMLYNV,IMLY,NV,
INVGNV11,INVGNV,INVG,NV,
JKVYNVXF,JKVYNV,JKVY,NV,
LSVGNVXH,LSVGNV,LSVG,NV,
LSVGNVXI,LSVGNV,LSVG,NV,
LSVGNVXM,LSVGNV,LSVG,NV,
LSVGNVXT,LSVGNV,LSVG,NV,
LSVGNVXU,LSVGNV,LSVG,NV,
NLVGNVXF,NLVGNV,NLVG,NV,
NLVGNVXG,NLVGNV,NLVG,NV,
RENONV12,RENONV,RENO,NV,
RENONV13,RENONV,RENO,NV,
RENONV14,RENONV,RENO,NV,
RENONV15,RENONV,RENO,NV,
SNVYNV11,SNVYNV,SNVY,NV,
